Gene	logFC	logCPM	PValue	FDR
Mndal	-0.805257523	1.144525964	1.74E-08	2.46E-06
Dnah5	0.306112377	4.864844958	2.01E-08	2.81E-06
Ypel4	-0.342454182	4.040019578	2.05E-08	2.84E-06
9230110C19Rik	-0.290924044	4.744486371	2.08E-08	2.86E-06
Stc2	-0.722474376	0.70015085	2.74E-08	3.71E-06
Csf3r	-0.666769209	2.513708652	2.77E-08	3.71E-06
Noxred1	-0.542607617	2.552192914	2.78E-08	3.71E-06
Fam43a	0.583874257	3.469112064	3.04E-08	4.01E-06
Tbr1	0.434747507	5.63658478	3.23E-08	4.23E-06
Cdk18	-0.399672961	3.182339351	3.28E-08	4.25E-06
Dmpk	-0.393833382	3.243069518	3.70E-08	4.75E-06
Postn	-0.618729838	1.389192999	3.92E-08	5.00E-06
Sla	-0.405398365	3.406129117	4.16E-08	5.25E-06
Cacng8	-0.272784171	6.103567431	4.29E-08	5.37E-06
Tpcn2	-0.395713723	3.834823426	4.57E-08	5.67E-06
Impg2	-0.588161727	2.753446993	4.65E-08	5.72E-06
Fat1	0.351442045	7.154808361	5.11E-08	6.24E-06
Crispld2	0.589521572	1.839003847	5.52E-08	6.67E-06
Slc6a7	-0.34493996	5.005122701	6.37E-08	7.63E-06
Grk5	-0.354299883	5.510000121	6.99E-08	8.31E-06
Stk40	-0.267441363	5.576928184	7.20E-08	8.49E-06
Tmem30c	-0.705239966	1.025602911	8.16E-08	9.54E-06
Smpd4	-0.322705699	5.982796761	8.32E-08	9.58E-06
Cd302	0.374092807	3.514499441	8.33E-08	9.58E-06
Cirbp	0.41720727	3.995680843	8.78E-08	1.00E-05
Elovl2	0.260106942	4.515543076	8.84E-08	1.00E-05
Hic2	-0.296029705	4.429281971	9.86E-08	1.11E-05
Bcl6	0.284836861	5.012344893	1.05E-07	1.16E-05
Zbtb7c	0.412926546	5.297727394	1.05E-07	1.16E-05
Sema3f	-0.393046195	3.039350135	1.05E-07	1.16E-05
Tgfbr3	0.322709594	6.05492045	1.13E-07	1.23E-05
Lgi4	0.356885741	4.348094716	1.17E-07	1.26E-05
Rgs11	-0.491728528	3.395270093	1.20E-07	1.29E-05
Rcor2	-0.564857735	2.161621546	1.22E-07	1.30E-05
Gjb2	0.597666398	2.452441638	1.26E-07	1.34E-05
Tnfrsf25	-0.718881133	1.588840694	1.43E-07	1.50E-05
Cbln2	0.490989016	4.52700768	1.61E-07	1.68E-05
Spata13	0.303580472	5.426855862	1.79E-07	1.85E-05
Mturn	0.449838747	6.087366613	1.81E-07	1.85E-05
Pik3ap1	-0.400374353	2.883075894	1.85E-07	1.88E-05
Trpv6	-0.601199944	1.293788548	1.86E-07	1.88E-05
C1ql1	-0.513289148	2.434578095	1.89E-07	1.90E-05
Tfcp2l1	0.436493395	3.431132395	1.92E-07	1.92E-05
Cnr1	0.305929548	7.794050044	2.00E-07	1.98E-05
Gli1	0.835206062	0.853663206	2.07E-07	2.04E-05
D630041G03Rik	-0.46459368	2.160760663	2.19E-07	2.14E-05
Twist2	0.550200944	2.262522561	2.34E-07	2.27E-05
5930412G12Rik	-0.558613086	1.516829131	2.41E-07	2.32E-05
Bmp3	0.358176217	4.470079208	2.63E-07	2.52E-05
Fam222a	-0.355884457	4.537207605	2.72E-07	2.59E-05
Catsperg1	-0.772983584	0.573843699	2.95E-07	2.78E-05
Nkd1	-0.49857227	4.170418063	2.96E-07	2.78E-05
Cacng4	-0.326407331	4.710068236	3.16E-07	2.94E-05
Nap1l2	0.573139557	5.118842978	3.26E-07	3.02E-05
Zfp57	-0.514611916	2.600508684	3.28E-07	3.02E-05
Fam193b	-0.274440055	6.670426827	3.36E-07	3.08E-05
1190002N15Rik	0.284741066	5.72952029	3.38E-07	3.08E-05
Myo1b	0.357741042	6.774496437	3.43E-07	3.09E-05
Pask	-0.355311311	3.196816134	3.52E-07	3.16E-05
Dcbld2	0.264053012	6.244700663	3.54E-07	3.16E-05
Ptch2	-0.563585339	1.287451668	3.81E-07	3.38E-05
Nrep	-0.321085627	5.51173456	3.94E-07	3.47E-05
Gpc4	0.310471775	4.792888513	4.05E-07	3.54E-05
Ankrd33b	0.25948977	7.494906951	4.15E-07	3.61E-05
Trp53bp2	0.263346466	5.755143868	4.24E-07	3.66E-05
Anxa11	0.285364235	4.658016225	4.38E-07	3.76E-05
Tubd1	-0.364386159	3.128534794	4.74E-07	4.05E-05
Nav1	-0.258907136	7.437865248	4.97E-07	4.22E-05
Esrrg	0.497266156	7.361077188	5.10E-07	4.30E-05
Nlrc3	-0.633181404	1.289860595	5.25E-07	4.39E-05
Lsmem1	-0.494783864	2.464444644	5.26E-07	4.39E-05
Ets2	0.331662891	5.597004088	5.42E-07	4.50E-05
Naaa	0.356515775	4.333501784	5.86E-07	4.83E-05
Sun2	0.301433209	5.202662714	6.03E-07	4.94E-05
Kcnu1	-0.566523742	1.673853743	6.11E-07	4.98E-05
Wnk4	-0.699804334	1.176507645	6.98E-07	5.63E-05
Srebf1	0.430438373	5.53003764	6.99E-07	5.63E-05
Rbm28	-0.264555892	5.974594426	7.14E-07	5.72E-05
Triqk	0.408488603	3.891056932	7.43E-07	5.92E-05
Lat2	-0.566126564	1.142399183	7.86E-07	6.23E-05
Slc27a3	-0.626967003	1.207733112	8.11E-07	6.37E-05
Pbx4	-0.298054143	4.357381829	8.18E-07	6.37E-05
Cd109	0.530752574	2.28193127	8.22E-07	6.37E-05
Cacna1h	-0.243077744	6.132652002	8.22E-07	6.37E-05
Pcsk6	0.291186017	4.953818486	8.33E-07	6.42E-05
E330033B04Rik	-0.354849199	4.104339306	8.65E-07	6.64E-05
Capn3	-0.413296355	2.034984891	8.70E-07	6.64E-05
Kcng2	0.341295404	3.822688325	9.09E-07	6.90E-05
Cdk2ap1	-0.324218453	3.868696784	9.25E-07	6.95E-05
Ccdc116	-0.651724425	0.658541501	9.25E-07	6.95E-05
Slc16a10	0.442075354	4.999387614	9.39E-07	7.01E-05
Lpl	-0.446587369	3.211123764	9.79E-07	7.24E-05
Nlrp1b	-0.602116101	1.324696655	9.79E-07	7.24E-05
Crmp1	-0.235014533	6.606592598	9.93E-07	7.30E-05
Gm5607	0.307187251	4.472479869	1.04E-06	7.59E-05
Nlrp5-ps	-0.702631113	2.928221374	1.08E-06	7.85E-05
Afap1l1	0.344135529	5.209431848	1.13E-06	8.21E-05
Cds1	0.252626672	6.814361734	1.16E-06	8.32E-05
Myt1	-0.265246876	5.662055498	1.22E-06	8.73E-05
AI846148	-0.254618261	5.52788419	1.22E-06	8.73E-05
Grin2d	-0.473247312	2.906125482	1.28E-06	9.07E-05
Pcgf6	-0.258472052	4.981559569	1.31E-06	9.26E-05
Ppm1k	0.229327055	6.391167852	1.36E-06	9.53E-05
Ssc5d	-0.678299783	0.807416074	1.36E-06	9.53E-05
Sfmbt2	-0.40298296	5.025754769	1.40E-06	9.71E-05
Tmprss7	-0.481260434	1.468343313	1.48E-06	0.000102559
Mas1	-0.376514097	3.989467644	1.51E-06	0.00010381
Txnip	0.488577314	4.488161725	1.52E-06	0.000104431
Nlrp1c-ps	-0.669014815	1.056687064	1.54E-06	0.00010518
Itpr1	0.269820323	9.626386669	1.58E-06	0.000107635
Tmem39b	-0.323187366	3.814196127	1.61E-06	0.000108603
Cfap45	-0.471524008	2.221398283	1.64E-06	0.000110084
Wdr78	-0.313662803	5.86704501	1.67E-06	0.000111726
Abca17	-0.606695801	1.731682003	1.72E-06	0.00011435
Ubxn11	-0.329225815	4.463717967	1.77E-06	0.000117389
Tspan9	0.224467666	6.197345835	1.85E-06	0.000122008
Sipa1l2	0.246200093	6.174872557	1.87E-06	0.000122647
Sspo	-0.483284664	1.903349808	1.90E-06	0.000124438
AU022754	-0.637391449	0.898274359	1.92E-06	0.000124758
Ntn5	0.431738737	2.578976995	1.94E-06	0.000125577
Efna5	0.487675619	8.039721506	2.01E-06	0.00012989
Col5a1	0.34572291	4.219000259	2.07E-06	0.000132813
Fxyd7	-0.414988196	3.237700669	2.08E-06	0.000132813
Peg10	0.665897413	4.715265097	2.09E-06	0.000132813
Gm16897	-0.576025979	1.051271293	2.22E-06	0.000140669
Serpini1	0.368410814	7.313486404	2.26E-06	0.000142371
Dusp14	-0.273569868	5.517221737	2.28E-06	0.000143034
Gm11110	-0.614284335	0.713128966	2.29E-06	0.000143358
Kcnk10	-0.30753372	5.622757444	2.30E-06	0.000143578
Cfp	-0.456352428	3.031846764	2.32E-06	0.000143834
Wbscr22	-0.259647278	4.170899283	2.47E-06	0.000152768
Arid3b	-0.279329066	4.611746286	2.50E-06	0.000153255
Kmt5a	-0.237367913	4.807995779	2.50E-06	0.000153255
Plxna3	-0.384603218	3.886972057	2.56E-06	0.000156306
Ttc26	-0.270200116	4.708276936	2.61E-06	0.000158507
Cbfa2t3	-0.294400561	5.272011689	2.62E-06	0.000158643
Lrp8	-0.23511167	6.89268202	2.66E-06	0.000159938
Arhgef3	0.233694999	6.781185269	2.71E-06	0.000162723
Tshz2	0.319699845	6.117845659	2.80E-06	0.000166648
Adam8	-0.537908667	1.32646016	2.80E-06	0.000166648
Wls	-0.319969433	5.874854678	2.82E-06	0.000166734
Ankrd23	-0.478948469	2.099759061	2.85E-06	0.000167702
Abca5	0.28063032	7.108076438	2.89E-06	0.000169533
Cldn2	-0.811143439	0.508729459	3.05E-06	0.000178279
Dpysl3	-0.260072951	5.52525972	3.06E-06	0.000178279
AI593442	0.392826721	6.96097461	3.08E-06	0.000178751
Col20a1	-0.368236994	2.836893134	3.15E-06	0.000181895
Thbs3	-0.467605929	2.377134078	3.33E-06	0.000191496
Celsr1	0.389553562	4.265856546	3.38E-06	0.000193538
Eya4	0.429574132	4.661553975	3.42E-06	0.000195058
Cabp7	0.514303454	2.537250242	3.51E-06	0.000199525
Rbm47	-0.384409701	2.813376045	3.59E-06	0.000203367
C4bp-ps1	-0.583537546	1.327778514	3.65E-06	0.000205165
Mecp2	0.383351207	7.511082192	3.65E-06	0.000205165
Ankrd13d	-0.275730187	4.819064186	3.71E-06	0.000207734
D630023F18Rik	-0.544036503	1.877719598	3.78E-06	0.000210668
Rdh12	-0.646369707	0.77165278	3.91E-06	0.000216994
Tbc1d1	0.258268079	6.489572409	4.22E-06	0.000233096
Tmem215	0.454521197	2.128513478	4.29E-06	0.000236483
Etnk2	-0.288405389	3.12386826	4.34E-06	0.000238178
Deptor	0.206661363	5.560723942	4.47E-06	0.000244462
Dnah7c	-0.401932444	3.331516943	4.63E-06	0.000252136
Tmem72	-0.64542566	1.312003664	4.72E-06	0.00025574
Zfp811	-0.344927234	3.623655374	4.78E-06	0.000257988
Pou3f1	0.490420001	3.123381717	4.79E-06	0.000257988
Fhdc1	0.348416546	3.789703758	5.01E-06	0.000268537
Gm10516	-0.283840076	4.051854948	5.15E-06	0.000272894
Rasgef1b	0.271543624	6.216279092	5.16E-06	0.000272894
Palmd	-0.389895916	5.00580618	5.17E-06	0.000272894
Tle2	-0.412336023	2.924213652	5.17E-06	0.000272894
Fgd1	-0.239136689	4.702852308	5.18E-06	0.000272894
Slc24a2	0.344020943	9.768450048	5.22E-06	0.000273194
Cdk6	0.297899176	4.423268846	5.23E-06	0.000273194
Ldb3	-0.400067104	3.399509003	5.37E-06	0.000279519
Zdhhc23	-0.244269146	4.420891255	5.45E-06	0.00028291
Epha10	-0.253927375	5.566503529	5.68E-06	0.000293585
Ifi203	-0.698983382	0.559587147	5.91E-06	0.000304504
Ccdc30	-0.327936204	5.870756032	5.94E-06	0.000304764
Cyp2j9	0.32529434	4.568703009	6.01E-06	0.00030718
Lrrn3	0.333515414	6.365243414	6.21E-06	0.000316429
A930009A15Rik	-0.525929397	1.097129231	6.27E-06	0.000318059
Ctso	0.315651653	4.446217056	6.40E-06	0.000323836
Cyp27a1	-0.44100124	2.2905603	6.75E-06	0.000340188
Mov10	-0.335516965	4.068762011	6.85E-06	0.000344138
2610042L04Rik	-0.731823998	0.14799356	6.94E-06	0.000347564
Rassf3	0.303367248	5.092517745	7.03E-06	0.000350756
Pdzd7	-0.528439703	2.278826943	7.11E-06	0.00035321
Zfp467	-0.261362811	4.128557438	7.21E-06	0.000356986
Ears2	-0.265721865	3.999333679	7.30E-06	0.000360568
Emid1	-0.36630949	3.487168501	7.43E-06	0.000365475
Slc35b4	0.2451665	5.655881701	7.61E-06	0.000372881
Npnt	0.24560193	4.482999747	7.70E-06	0.000376385
Dpysl5	-0.285500964	5.3170126	7.80E-06	0.000379928
Gm5468	-0.341105597	4.032451063	8.11E-06	0.000393286
Zak	0.374472845	5.145895297	8.17E-06	0.000394992
Gm16701	-0.369910595	3.116462912	8.23E-06	0.00039645
Pth2r	-0.611019197	1.880013093	8.35E-06	0.000400845
Steap2	0.337639428	4.006440451	8.41E-06	0.000402431
Extl3	0.264322383	7.2986845	8.59E-06	0.000410015
Rbm20	0.423757126	4.447812654	8.74E-06	0.000415443
Oprk1	-0.363560117	3.633605467	8.86E-06	0.000419951
Shroom3	0.280274414	4.442008745	8.89E-06	0.00042002
Coq10b	-0.24171849	4.744329859	8.94E-06	0.000420914
Hhipl1	-0.376291798	2.451781837	9.93E-06	0.000466005
Tspyl4	0.448375947	7.616593299	1.00E-05	0.000467751
Col6a3	-0.391959565	2.081459122	1.02E-05	0.000474737
Inha	-0.354643032	4.555656404	1.03E-05	0.000479994
Sgk2	-0.539592793	1.524189516	1.05E-05	0.000484013
Emc8-1190005i06rik	-0.511111028	1.641616198	1.06E-05	0.000489264
Zfp831	-0.236617215	5.648064267	1.07E-05	0.000492489
Sh3bgrl2	0.285584484	5.372763253	1.08E-05	0.000495322
Syt2	0.372014307	4.114630056	1.09E-05	0.000500343
Ddit3	-0.441923058	2.85545057	1.10E-05	0.000501828
Rprm	0.460484966	3.165795295	1.10E-05	0.000501912
Nt5dc3	0.277470529	6.615663206	1.12E-05	0.000506841
Kcnk2	0.251029672	6.346009957	1.12E-05	0.00050712
Tjap1	-0.272933266	4.439463789	1.13E-05	0.000508941
Cgref1	-0.374944992	2.277415633	1.16E-05	0.000519296
Scn3b	-0.271833101	6.025396399	1.22E-05	0.000547385
Nt5c3b	-0.243206148	4.657830731	1.24E-05	0.000551695
Olfm3	0.453279927	6.962936184	1.25E-05	0.000553623
Pdzd4	-0.237546291	6.563837727	1.27E-05	0.000561878
Drd3	0.665188084	2.144437229	1.36E-05	0.0005998
Panx1	-0.248958585	4.377642594	1.36E-05	0.000600818
Ap3m2	0.321761022	5.659645083	1.37E-05	0.000603263
Stx5a	-0.246186945	5.591532782	1.38E-05	0.00060385
Blnk	-0.427248578	3.288133516	1.40E-05	0.000610829
Hcn3	-0.312407249	3.184188592	1.43E-05	0.000619783
Ssh3	-0.354113088	3.872944151	1.44E-05	0.000622438
Icam1	-0.704240461	0.910645602	1.46E-05	0.000630983
Cep83os	0.246622404	4.680175486	1.52E-05	0.000653113
Ska2	-0.261594542	4.494284444	1.54E-05	0.000660724
Soga1	-0.228427553	6.32476785	1.57E-05	0.000672981
Slc25a42	-0.219883758	4.913316896	1.58E-05	0.000674524
Aldh1l2	-0.349838254	2.508540153	1.63E-05	0.000696046
Mfsd7b	-0.223068956	5.416288185	1.67E-05	0.00070815
Tbxas1	-0.440284169	3.024320223	1.67E-05	0.00070815
Gm11944	-0.323484237	3.473812088	1.68E-05	0.00070815
Crlf1	-0.460090694	1.35464553	1.68E-05	0.00070826
Ackr3	0.353705931	3.772442302	1.71E-05	0.000713659
Gmip	-0.376805746	2.271022849	1.71E-05	0.000713659
Rcvrn	-0.540072153	1.489663601	1.71E-05	0.000713659
Gm11549	0.339905359	3.706264278	1.77E-05	0.000736297
Ccdc136	-0.267519257	6.00125193	1.79E-05	0.000741308
Ctsk	-0.439969604	1.605700006	1.81E-05	0.000748284
Sapcd2	-0.660071433	0.244554525	1.82E-05	0.000748945
Bin1	-0.220145245	7.494929051	1.82E-05	0.00074987
Rexo4	-0.215261823	5.002618442	1.84E-05	0.000755831
Prepl	0.262008734	7.938278119	1.89E-05	0.000771006
Spsb3	0.327018486	3.95331676	1.91E-05	0.0007796
H3f3b	0.325757269	5.259411639	1.93E-05	0.000783359
Gjc2	-0.428095505	3.198320225	1.94E-05	0.000786656
Ccdc187	-0.365657561	2.626126218	1.99E-05	0.000805005
Elfn1	-0.287751826	4.553684155	2.03E-05	0.000818152
Odf2	-0.242949038	6.080199356	2.05E-05	0.00082354
Tmem200b	0.450970068	1.759434453	2.10E-05	0.000840199
Folr1	-0.799863529	0.393773544	2.10E-05	0.000840642
Exd2	-0.223953311	6.509307268	2.13E-05	0.000848164
Brd9	-0.224830141	5.785339832	2.15E-05	0.000852797
Tbata	-0.608344574	0.861080884	2.15E-05	0.000852797
Igsf3	0.264460196	5.73717847	2.17E-05	0.000855736
Atp1a1	0.364352594	8.454397613	2.17E-05	0.000856548
Atp6v1c2	-0.519466591	1.783894458	2.18E-05	0.00085847
Adrb1	0.407952304	4.123283179	2.22E-05	0.000869827
Tpm3	-0.199937708	6.158423902	2.23E-05	0.000870947
Col6a2	0.344325491	3.073101342	2.31E-05	0.000900138
Aldh6a1	0.279989436	5.105648715	2.35E-05	0.000912262
Ptbp3	0.216025684	6.419955653	2.39E-05	0.000925636
Adck4	-0.247437593	4.359741505	2.40E-05	0.000926403
Efcab5	-0.38670998	3.042330877	2.44E-05	0.000935789
Fam234b	0.292226499	7.142925682	2.44E-05	0.000935789
Stk19	-0.221678366	4.903172624	2.45E-05	0.000935789
Adra1d	0.274644004	4.690617827	2.45E-05	0.000935789
Tmc4	-0.496826845	1.723043068	2.45E-05	0.000935789
F2r	0.42132885	2.134901719	2.51E-05	0.000954103
Scn5a	0.395408696	3.79784435	2.54E-05	0.000962697
Slc36a4	0.213959688	5.073908072	2.63E-05	0.000993121
Taf4	-0.212167346	5.854518848	2.63E-05	0.000993121
Ypel1	-0.23860393	4.209838627	2.65E-05	0.000999186
Wwc1	-0.233249853	6.793479657	2.67E-05	0.001003993
Sstr2	0.496932787	3.264374724	2.68E-05	0.001004327
Rab39	-0.463646436	1.074381249	2.70E-05	0.00100901
Banp	-0.226049771	6.854316298	2.73E-05	0.001017187
Fam117a	-0.287902542	3.587800685	2.74E-05	0.001017187
Slit1	0.249512644	6.899594317	2.75E-05	0.001017187
Zfp459	-0.487889981	2.154598422	2.82E-05	0.001041057
Smim19	0.239653559	4.09961019	2.83E-05	0.001043201
Lman2l	-0.201463572	5.615492882	2.85E-05	0.001049137
1700047M11Rik	-0.402417848	2.836505908	2.94E-05	0.00107903
Sptb	0.282681585	7.157094734	2.97E-05	0.001084787
Crhbp	0.409826662	2.625002069	2.99E-05	0.001089716
Ppp1r9a	0.25354624	8.82736291	2.99E-05	0.001089716
Pcdh17	0.420817587	7.67658744	3.01E-05	0.001091272
Fkbp5	0.625463445	6.294748596	3.04E-05	0.001100695
Prdm15	-0.209096797	5.804995106	3.18E-05	0.00114758
P3h1	-0.272411803	3.253328422	3.21E-05	0.001157646
Podn	-0.428882531	1.940727182	3.29E-05	0.001182866
Myo19	-0.305087	3.749918779	3.33E-05	0.001194455
Six3	0.503409969	2.066369278	3.37E-05	0.001204128
Stx2	-0.237756433	4.553420752	3.43E-05	0.001221642
Iqce	-0.235906815	5.275728216	3.43E-05	0.001221642
E2f3	-0.224142495	6.167859075	3.46E-05	0.001226098
Lrrc4	0.341467008	5.467496992	3.46E-05	0.001226098
Sdr39u1	0.368737464	3.600562882	3.61E-05	0.001272921
Thsd7b	0.507367289	7.603614424	3.63E-05	0.001277344
Pdlim3	0.532273455	0.747606368	3.73E-05	0.001312097
Meaf6	-0.19180539	5.349403675	3.77E-05	0.00131691
Sag	-0.600956718	0.428089889	3.77E-05	0.00131691
AW551984	-0.890600635	1.924088191	3.78E-05	0.00131691
Krt77	-0.465125487	1.135868256	3.83E-05	0.001332498
Myo9b	-0.222145073	6.786757132	3.85E-05	0.001335155
Gm13629	0.60373047	4.923850221	3.90E-05	0.001351219
Ikzf4	-0.284870611	3.224075141	3.92E-05	0.001353047
Dhx40	-0.192316081	5.227978586	3.94E-05	0.001353288
Fam20b	0.246564581	5.9800658	3.95E-05	0.001353288
Zfhx2os	-0.505086451	1.569023269	3.96E-05	0.001353288
Rara	-0.287906481	3.465198795	3.97E-05	0.001353288
Nasp	-0.237075486	4.641842686	3.97E-05	0.001353288
Ntn1	0.212428406	4.849909676	4.02E-05	0.001367163
Tspan12	0.197156697	4.671969425	4.03E-05	0.001368519
0610043K17Rik	-0.305929206	3.446110456	4.05E-05	0.001373689
Kansl2	-0.210645004	5.273309893	4.10E-05	0.001383652
Spag6l	-0.308255421	4.088419344	4.10E-05	0.001383652
Nrn1	0.268226768	5.737549465	4.23E-05	0.001422217
Col9a3	-0.373401685	2.532160604	4.31E-05	0.001446178
Chuk	-0.224388697	6.708632807	4.35E-05	0.001455687
Kirrel	-0.265860457	4.219195428	4.36E-05	0.001455687
Sft2d1	-0.237584027	4.966565	4.39E-05	0.001463363
Gli3	0.254682702	6.486901799	4.48E-05	0.001490537
Zfp52	-0.374553203	3.450202178	4.51E-05	0.001496205
Hpse	0.591200569	0.592290236	4.56E-05	0.001508753
Ppp1r1a	-0.321580945	4.384655763	4.58E-05	0.001513474
