Gene	logFC	logCPM	PValue	FDR
Zfp516	0.291033097	5.575385313	6.40E-09	9.35E-07
Pygm	0.366987625	5.90358185	6.43E-09	9.35E-07
Cntn5	0.336842425	4.57705897	7.36E-09	1.06E-06
Grk5	-0.399233962	3.915366308	8.99E-09	1.28E-06
Glra3	-0.66686889	1.924249671	9.20E-09	1.29E-06
Adra2a	-0.353557961	5.043792208	9.26E-09	1.29E-06
Kcng1	-0.384484683	5.182403624	1.05E-08	1.45E-06
C1qtnf1	-0.478948961	3.261059316	1.06E-08	1.45E-06
Vwa5b1	-0.562833182	2.559362949	1.13E-08	1.52E-06
Fat1	0.245754588	7.777876081	1.14E-08	1.52E-06
Cd99l2	0.328307167	7.34415622	1.21E-08	1.61E-06
Adra2b	-0.882782168	1.098523312	1.32E-08	1.73E-06
Ypel1	-0.340593094	4.960031284	1.33E-08	1.73E-06
Oprm1	-0.550628748	2.279794685	1.34E-08	1.73E-06
Amz1	-0.427353259	4.242818869	1.44E-08	1.85E-06
Efna5	0.480163004	5.216006816	1.47E-08	1.86E-06
Lrp4	-0.248553297	6.860339273	1.48E-08	1.86E-06
Tshz2	0.259939437	5.781114732	1.62E-08	2.01E-06
Hist2h2bb	0.369534917	5.464794696	1.69E-08	2.07E-06
Prph	-0.991726699	0.149979957	1.70E-08	2.07E-06
Adamts8	-0.461067999	2.319310361	1.74E-08	2.11E-06
Car4	-0.391546231	4.15031903	2.19E-08	2.63E-06
Zdhhc22	-0.36965067	4.271896597	2.28E-08	2.71E-06
Ntrk1	-0.757705442	2.077396225	2.33E-08	2.74E-06
Asic4	-0.354596727	4.798259114	2.49E-08	2.91E-06
Lsm11	-0.344790531	5.484466797	2.56E-08	2.96E-06
Nab1	0.281382378	5.188987523	2.80E-08	3.22E-06
L1cam	-0.258161842	7.687333398	2.84E-08	3.24E-06
Tmprss7	-0.622566538	1.361445895	2.93E-08	3.31E-06
Ntsr1	-0.468295724	3.712010306	3.11E-08	3.48E-06
Gm694	0.841681517	0.623029398	3.20E-08	3.56E-06
1700016K19Rik	-0.904274184	0.097106693	3.26E-08	3.59E-06
Spag6l	-0.486676917	2.732052686	3.37E-08	3.68E-06
Mas1	-0.322780452	4.322515828	3.39E-08	3.68E-06
Nrarp	-0.388779771	4.818781589	3.43E-08	3.70E-06
Etnppl	0.63324553	3.359550212	3.71E-08	3.96E-06
St3gal1	-0.266893099	5.563780924	4.06E-08	4.31E-06
Frzb	-0.433078899	4.592841024	4.34E-08	4.54E-06
Kirrel2	-0.438950624	3.231581753	4.35E-08	4.54E-06
Ehbp1l1	-0.339966929	4.460626682	4.38E-08	4.54E-06
Slc16a2	-0.287262816	5.957817074	4.59E-08	4.72E-06
Kazn	0.256000133	7.145798517	4.71E-08	4.79E-06
Smpd3	-0.22207973	7.275089721	4.73E-08	4.79E-06
Ephb6	-0.288640826	7.358493808	4.93E-08	4.95E-06
Peg13	0.25867067	9.357906623	4.97E-08	4.96E-06
G630025P09Rik	-1.036827435	0.157179738	5.13E-08	5.09E-06
Adcy7	-0.462690769	2.958078855	5.28E-08	5.19E-06
Esrrg	0.425995541	4.788508512	5.38E-08	5.26E-06
Tmem200b	0.44251281	3.105970504	6.29E-08	6.05E-06
Slc8a2	-0.248294874	9.061882648	6.29E-08	6.05E-06
Dennd1b	0.284243653	6.178417553	6.56E-08	6.23E-06
Gdf11	-0.442533518	3.09290899	6.56E-08	6.23E-06
Gm5607	0.36130919	3.887398998	6.71E-08	6.33E-06
Pdlim3	0.733271753	1.025708237	7.05E-08	6.60E-06
Ccnd1	-0.342442979	5.758281002	7.16E-08	6.66E-06
4933439C10Rik	0.367299779	2.876899221	7.51E-08	6.94E-06
Kcnab3	0.275922418	5.720734106	7.64E-08	7.01E-06
Plin4	0.738273669	1.710006979	7.70E-08	7.02E-06
Elfn1	-0.300455717	4.75319436	8.32E-08	7.52E-06
Scube3	-0.474471152	2.375585847	8.40E-08	7.52E-06
Sema5a	0.351202878	6.612596955	8.41E-08	7.52E-06
Trpc3	-0.302731006	4.11545624	8.46E-08	7.52E-06
Cdc14b	0.305490019	4.357763681	8.66E-08	7.64E-06
Rora	0.537605477	6.533152747	9.39E-08	8.23E-06
Crybg3	0.419017807	3.120678895	1.04E-07	9.05E-06
Tubb2b	-0.255320575	6.356627782	1.08E-07	9.39E-06
Pvalb	0.399347467	5.073108395	1.13E-07	9.75E-06
Ociad2	0.263277157	6.348830051	1.23E-07	1.05E-05
Plagl1	0.355469462	4.145716246	1.23E-07	1.05E-05
Arhgdig	-0.292707031	5.734046629	1.25E-07	1.05E-05
Plk5	-0.404918381	4.28724458	1.30E-07	1.08E-05
Pgm5	0.406393998	3.055775866	1.30E-07	1.08E-05
Kcng2	0.345670633	4.172293355	1.33E-07	1.10E-05
Aldh3b2	-0.893744823	0.366656118	1.37E-07	1.12E-05
Sox1	0.27858193	4.944848349	1.37E-07	1.12E-05
D630023F18Rik	-0.585632897	1.671531056	1.53E-07	1.24E-05
Folr1	-0.675142596	2.481849255	1.67E-07	1.35E-05
Clstn2	0.211929531	7.059241967	1.68E-07	1.35E-05
Ackr3	0.280507326	4.157092238	1.95E-07	1.56E-05
Nav1	-0.266859334	7.026365556	1.99E-07	1.59E-05
Large	-0.182408932	8.115600469	2.07E-07	1.64E-05
Osbpl3	0.310951862	5.131219613	2.27E-07	1.79E-05
Tpd52l1	-0.274159281	4.22721079	2.35E-07	1.83E-05
Pou3f1	0.29635421	5.328661848	2.37E-07	1.84E-05
Rbm20	0.392455951	2.963290946	2.42E-07	1.87E-05
Camkk2	-0.205502294	8.428505524	2.53E-07	1.95E-05
Shisa4	-0.270926162	6.313532935	2.68E-07	2.05E-05
5930412G12Rik	-0.721006783	1.543459116	2.90E-07	2.20E-05
Wls	-0.2577659	5.240291945	3.05E-07	2.31E-05
Myo5b	-0.242283606	5.568280336	3.09E-07	2.32E-05
Chst8	0.346477342	4.401823929	3.20E-07	2.39E-05
Gdpd2	-0.508540534	1.787667126	3.25E-07	2.41E-05
Slc35d3	-0.409741899	2.948217586	3.30E-07	2.44E-05
Slc39a12	-0.255585646	5.444003828	3.34E-07	2.45E-05
Zbtb46	-0.346650773	3.237309067	3.35E-07	2.45E-05
Nxph3	-0.350385714	4.947382432	3.46E-07	2.51E-05
Chd3	-0.277100253	8.878872057	3.47E-07	2.51E-05
Bhlhe41	0.266340312	5.806814852	3.63E-07	2.61E-05
Slc23a3	-0.788087574	0.379981091	3.94E-07	2.82E-05
Efnb3	-0.334245917	7.248039681	3.98E-07	2.84E-05
Mpp3	0.247980167	6.252891171	4.43E-07	3.12E-05
Epb41l4b	0.314498689	3.897937179	4.43E-07	3.12E-05
Igsf3	0.261585044	5.805171788	4.44E-07	3.12E-05
Nppc	-0.558178533	1.523704124	4.80E-07	3.35E-05
Wbscr27	-0.486294713	1.809907018	4.83E-07	3.35E-05
Myo3b	-0.594174331	1.177533376	5.29E-07	3.65E-05
Myh7	-0.499726491	2.709646415	5.46E-07	3.75E-05
Tacr1	-0.337256703	3.240218652	6.07E-07	4.15E-05
Lurap1l	0.389041509	4.401387039	6.13E-07	4.17E-05
Grb10	-0.247094814	5.895898746	6.50E-07	4.40E-05
Sypl2	-0.506598884	1.561962341	6.59E-07	4.44E-05
Slc27a3	-0.573892726	1.924112039	6.66E-07	4.47E-05
Fam189a1	0.214865202	7.209637839	6.73E-07	4.48E-05
Hhipl1	-0.429288839	2.556210823	6.76E-07	4.48E-05
Plxna2	-0.216770397	7.824672905	6.96E-07	4.60E-05
Unc13a	-0.196426587	9.022647958	7.07E-07	4.65E-05
Cabp7	0.292098416	4.592728729	7.30E-07	4.78E-05
Colq	-0.812243011	0.536761991	7.44E-07	4.85E-05
Ncan	-0.2232939	9.190373019	8.00E-07	5.19E-05
Plxnd1	-0.245042744	7.735846904	8.18E-07	5.26E-05
Gfra1	0.241074562	6.14500461	8.19E-07	5.26E-05
Kcnd1	-0.308195009	3.919439717	8.28E-07	5.29E-05
Smad3	0.307781851	7.195726298	8.33E-07	5.30E-05
Cacna1b	-0.170196374	7.675470085	8.47E-07	5.36E-05
Fxyd7	-0.343642379	5.24358346	8.99E-07	5.64E-05
Ache	-0.301793859	6.283755722	9.01E-07	5.64E-05
Ntn5	0.478189093	2.838841413	9.05E-07	5.64E-05
Itga11	0.550010814	1.972573078	9.07E-07	5.64E-05
Adcyap1	-0.339294404	3.94552709	9.60E-07	5.94E-05
Marcksl1	-0.316439212	6.186807329	1.00E-06	6.17E-05
Igf1r	0.216121037	7.261142837	1.16E-06	7.11E-05
Sept6	-0.204271716	6.129103508	1.16E-06	7.11E-05
Adgrl2	0.282705778	6.664839384	1.20E-06	7.27E-05
Pacrg	0.294700032	3.781664778	1.22E-06	7.37E-05
Prkcg	-0.232528038	8.737852825	1.24E-06	7.45E-05
Tcfl5	-0.779976267	0.24600967	1.24E-06	7.46E-05
Gpr165	-0.39503377	3.897000498	1.26E-06	7.50E-05
Kcnab2	0.240323353	9.591756894	1.28E-06	7.58E-05
Nrxn2	-0.233473038	9.318379535	1.28E-06	7.59E-05
Mafa	-0.809419534	0.300812341	1.30E-06	7.65E-05
Plch2	0.268506413	6.844236478	1.30E-06	7.65E-05
Fam53b	0.282390486	6.62917458	1.33E-06	7.80E-05
Hist1h1c	0.34870952	5.123481139	1.38E-06	8.03E-05
Lrrc20	0.28072187	5.179653409	1.43E-06	8.28E-05
Tfcp2l1	0.32380297	3.902714162	1.52E-06	8.80E-05
Samd14	-0.320090715	5.467250534	1.54E-06	8.83E-05
Nlgn3	-0.179227379	7.839220169	1.64E-06	9.38E-05
Gamt	-0.375325419	3.430191184	1.68E-06	9.57E-05
Crabp1	-0.656455048	0.74800043	1.71E-06	9.72E-05
Scn5a	0.316897827	4.469606114	1.83E-06	0.000103126
Slc16a14	-0.409945333	2.709052449	1.83E-06	0.000103126
Strip2	-0.325533375	5.512039807	1.86E-06	0.000103803
Thsd4	0.348797932	4.275523545	1.86E-06	0.000103803
Fcrls	-0.288724935	5.045735957	1.91E-06	0.000105958
Stc1	-0.792492472	1.158360224	1.99E-06	0.000110238
Plin3	0.375008551	4.258286778	2.00E-06	0.000110238
Fads1	-0.202620258	8.224528549	2.03E-06	0.00011152
Trabd2b	0.483248613	2.757302541	2.44E-06	0.000133271
Pcdhac2	-0.255562718	5.633772296	2.48E-06	0.000135337
March3	0.435332229	1.755461529	2.50E-06	0.000135911
Nol4l	-0.215197755	6.257893286	2.52E-06	0.000136393
Syt2	0.250707819	5.749640169	2.54E-06	0.000136518
Vopp1	-0.242590128	6.661459886	2.81E-06	0.000150647
Kcnj6	0.212457606	6.131035579	2.82E-06	0.00015083
Nptxr	-0.2634752	6.852492408	3.19E-06	0.000169772
Stard10	0.284486429	5.954303149	3.38E-06	0.000179029
Pkd2l1	0.771874852	0.378946084	3.53E-06	0.000186147
Gpr17	-0.361985891	6.091085462	3.67E-06	0.000193262
Dgkg	0.264856311	7.059620773	3.84E-06	0.000200909
Wfs1	-0.225477815	7.622126671	3.85E-06	0.000200909
Gpr149	-0.471280223	1.482488474	3.88E-06	0.000201537
Gpnmb	0.405989534	1.949587692	3.89E-06	0.000201693
Myom3	-0.719862957	0.665926617	4.01E-06	0.000207143
Gabbr2	-0.217291542	8.018368893	4.09E-06	0.000210406
Kl	-0.475420013	5.017658309	4.13E-06	0.000211292
Esr1	-0.512850846	2.078129166	4.43E-06	0.000226191
Necab3	-0.253221603	5.909086651	4.45E-06	0.000226395
Fto	0.202537531	8.352067106	4.86E-06	0.000246022
Adam19	-0.291263148	4.976665829	4.91E-06	0.000246434
Tspan9	0.226439307	6.513914333	4.93E-06	0.000246434
Ngb	-0.629880597	3.114104634	4.94E-06	0.000246434
Bcl9l	-0.218377788	5.856627445	4.94E-06	0.000246434
Aff1	0.297111003	4.867589643	4.99E-06	0.000248013
Slco1c1	-0.227612793	5.825891197	5.10E-06	0.000252462
Dtx4	-0.206433122	6.302104894	5.17E-06	0.000255324
Echdc2	-0.472552061	1.936607202	5.28E-06	0.000259789
Map3k1	0.353789123	4.119778993	5.34E-06	0.000261797
Ptprf	-0.192853376	7.579706851	5.54E-06	0.000270608
Hjurp	0.223393376	6.161877701	5.65E-06	0.000275151
Gnb4	-0.207430418	5.471621565	6.09E-06	0.000295215
Hcrtr1	-0.563018195	1.45564095	6.13E-06	0.000296361
Tmem158	-0.210989705	6.410707688	6.48E-06	0.000310697
Nwd2	-0.346625765	5.83355	6.48E-06	0.000310697
Fgf10	-0.543195884	1.960849644	6.64E-06	0.000317627
Nrgn	-0.202443174	9.48953486	6.76E-06	0.000321898
Igsf9	-0.399222764	2.10807147	6.95E-06	0.000330168
Crmp1	-0.198296453	7.898480712	7.15E-06	0.000338492
Ank1	0.193749344	6.789338706	7.37E-06	0.00034756
Rasgef1b	0.241367963	6.554091703	7.54E-06	0.000354474
Pbxip1	-0.216440708	5.842272368	7.58E-06	0.000355067
Ptprm	0.191892562	5.933014922	7.64E-06	0.000356468
Me3	0.206430563	5.649207238	7.87E-06	0.00036418
Slmo1	0.242464409	5.315723071	7.89E-06	0.00036418
Pgam2	-0.50409334	1.382468698	7.91E-06	0.00036418
Lipa	-0.244827217	4.5947658	7.92E-06	0.00036418
Plekha7	0.232111924	4.588894706	7.94E-06	0.00036418
Dpy19l1	0.237180411	6.99517495	7.98E-06	0.000364977
Tbc1d1	0.23259202	5.335836686	8.03E-06	0.00036596
Erbb3	-0.412492749	4.142699889	8.08E-06	0.000366965
Cd302	0.279416922	3.464234712	8.28E-06	0.000375026
Elmo1	0.205623132	7.039240779	8.58E-06	0.000387
Hs3st2	0.242466858	6.089407261	8.62E-06	0.000387
Ydjc	-0.272177663	4.243943675	8.63E-06	0.000387
Efhd2	0.216025756	8.479312214	8.85E-06	0.000395315
Bcl11a	0.196235073	6.470073403	8.94E-06	0.000398308
Ptpn14	0.277463849	5.352924988	9.19E-06	0.000407949
Ptgs1	-0.229807225	4.284135092	9.70E-06	0.00042942
Tle1	-0.201303356	5.802095288	9.78E-06	0.000431514
Wwc1	-0.289465198	6.25691676	1.00E-05	0.000438641
Grm2	-0.26125553	6.345836677	1.00E-05	0.000438641
Rxfp3	-0.570466872	1.711743317	1.00E-05	0.000438641
Rnd1	-0.351643155	4.027478114	1.05E-05	0.000455521
Igtp	0.353679744	2.344430095	1.05E-05	0.000456861
Zfp697	-0.269339153	4.834078403	1.11E-05	0.000480785
Prss23	0.388254619	4.040777922	1.12E-05	0.000485064
Egln3	0.300119758	3.829557006	1.13E-05	0.000487751
Prr36	-0.219433386	5.196996296	1.16E-05	0.000498451
Eda	-0.323317831	3.221509752	1.18E-05	0.000506244
Opn3	-0.371871746	2.708687598	1.24E-05	0.000528671
Fkbp5	0.273163478	5.606196002	1.25E-05	0.000528671
Arhgef3	0.22432764	6.42140751	1.26E-05	0.000533338
Tmem178	0.191218636	6.639524905	1.30E-05	0.000545383
Lrrc3	-0.247611266	4.360340694	1.30E-05	0.000545383
Ier5	0.295376821	6.797375534	1.32E-05	0.000553885
Ttyh1	-0.151994943	8.616326987	1.33E-05	0.000556275
Nfkbiz	0.337115477	2.378116194	1.39E-05	0.000580197
Stk39	0.199422458	6.242333295	1.43E-05	0.000596288
Neu4	-0.311795361	3.342927874	1.46E-05	0.000605995
Slit1	0.203479239	7.593800136	1.49E-05	0.000615606
Rasal1	-0.245101785	6.941061894	1.49E-05	0.000615606
Magi1	0.266945387	6.442093882	1.57E-05	0.000642804
Lncpint	0.339365595	3.529757961	1.58E-05	0.000645176
Gpd1	-0.191619533	6.645980529	1.63E-05	0.000663818
Rps6ka2	0.234902238	7.1900115	1.69E-05	0.000686633
F5	-0.737094251	2.741290759	1.73E-05	0.000702684
Dusp18	-0.313148571	4.804836966	1.80E-05	0.000728309
Oprk1	-0.491200719	2.243306123	1.82E-05	0.000733924
Unc119	-0.281349661	4.547532568	1.89E-05	0.000761001
Zfp467	-0.269460792	4.554159793	1.96E-05	0.000784261
Ggh	-0.284448527	3.126242418	1.97E-05	0.000787479
Stmn2	-0.217502388	7.907497033	2.01E-05	0.000800092
Ankrd33b	0.277329801	7.557180307	2.02E-05	0.000801122
Plcd3	0.278408294	4.577954512	2.04E-05	0.000810034
Plxna3	-0.228488259	5.020431256	2.12E-05	0.000838781
Doc2b	-0.213785239	6.066687429	2.15E-05	0.000847142
Olfm2	-0.2209532	7.010278028	2.17E-05	0.000852918
Xkr4	-0.272458811	5.312199793	2.27E-05	0.00088753
Asrgl1	-0.171312324	6.694534499	2.28E-05	0.000891793
Acss1	-0.249038398	4.957397343	2.30E-05	0.00089647
Slc29a1	-0.32077143	4.450287131	2.34E-05	0.000907642
Klhl1	-0.436073118	2.081814411	2.35E-05	0.000909961
Tns1	0.204650112	6.349478103	2.36E-05	0.000910168
Agrn	-0.188696139	7.781618636	2.36E-05	0.000910168
Ppp1r1a	-0.263526812	5.388888796	2.37E-05	0.000910874
Rxra	0.214829106	6.154098937	2.38E-05	0.000913446
Micu1	0.218514333	7.138244633	2.41E-05	0.000921262
Mrgpre	-0.287657036	3.785227792	2.46E-05	0.00093828
Slc24a4	0.222172734	5.035859034	2.55E-05	0.000966871
2010111I01Rik	0.234113484	5.495857121	2.55E-05	0.000967702
Pdgfra	-0.281006583	5.721344128	2.61E-05	0.000987069
Vat1l	-0.197271007	6.827030075	2.72E-05	0.001023993
Lamc2	0.224638711	4.791202048	2.84E-05	0.00106671
Usp43	-0.492968822	2.436731687	2.91E-05	0.001090217
Crlf1	-0.406558588	1.952054802	3.00E-05	0.00112036
Cables1	0.238267862	5.491827097	3.03E-05	0.001128409
Htra4	0.621113286	0.40898935	3.15E-05	0.001170991
Thsd7b	0.249622251	3.958410503	3.19E-05	0.001183081
Etnk2	-0.341106284	2.918343505	3.28E-05	0.001211138
Rph3a	-0.166247228	8.907825381	3.32E-05	0.001223897
Jph4	-0.173165368	8.841096649	3.43E-05	0.001260816
Pcdhgc5	-0.189413995	7.537147427	3.74E-05	0.00137226
Racgap1	0.234530529	3.799262397	3.81E-05	0.001393586
Cgref1	-0.314143861	3.572067571	3.83E-05	0.001397003
1700001L19Rik	-0.314659324	2.705394985	3.89E-05	0.001415531
Scn9a	-0.644862475	0.844716351	3.94E-05	0.001430447
Flnb	0.209271588	5.725637634	4.03E-05	0.001458316
Mir124-2hg	0.297632767	3.288230282	4.05E-05	0.001459846
Igfbp3	-0.292300043	3.383203423	4.08E-05	0.001464592
Maf	0.365046842	3.880069601	4.08E-05	0.001464592
Rcn1	-0.248316415	4.568182482	4.20E-05	0.00150472
Rab26	-0.264843966	4.54304628	4.22E-05	0.001505361
Rtl1	0.819121704	0.460988191	4.36E-05	0.001551832
Kcnk10	-0.243820266	3.94675893	4.37E-05	0.001551832
Slc30a3	-0.23388002	6.668064716	4.38E-05	0.001551965
Hist2h4	0.269703112	5.365202117	4.41E-05	0.001556321
Tspan5	0.161113824	8.547191321	4.59E-05	0.001613159
Fam196a	0.278389086	4.01863006	4.59E-05	0.001613159
Zbtb16	0.319816723	5.939358483	4.63E-05	0.001622939
Cspg4	-0.228327901	5.531771547	4.71E-05	0.001645485
Gm15663	-0.353852922	2.792593168	4.72E-05	0.001645485
Grik5	-0.193510207	8.444743714	4.92E-05	0.001711456
Col15a1	-0.387874664	1.834591362	4.93E-05	0.001711456
Reep1	-0.156883164	7.465723883	4.99E-05	0.001728613
Wdr17	-0.260171058	4.792786	5.02E-05	0.001732699
Astn2	0.185334519	6.64116888	5.12E-05	0.001760619
Wnt2b	-0.457665613	1.883004788	5.12E-05	0.001760619
Focad	0.174239771	6.387080711	5.15E-05	0.001764309
Iqsec3	0.173682117	8.632358316	5.45E-05	0.00186385
Mfsd1	-0.18155911	4.845087126	5.59E-05	0.001904586
Tmem91	-0.334024071	2.748344557	5.70E-05	0.001933822
Tenm2	0.157992047	7.362322827	5.71E-05	0.001933822
C130026L21Rik	-0.397962261	1.834548319	5.71E-05	0.001933822
Nxph4	-0.42199489	2.194634724	5.77E-05	0.001947349
Deptor	0.398853608	4.974256939	5.84E-05	0.001966189
Aldh1a1	-0.30310086	4.859991782	5.89E-05	0.001978241
Dgki	0.195173038	7.420438928	5.95E-05	0.00199011
Psmb8	0.482650316	1.485840509	5.95E-05	0.00199011
Tgfb3	0.261327584	4.295334758	6.08E-05	0.002029247
Parvg	0.284792773	3.073807275	6.12E-05	0.002036571
Ptrhd1	-0.247755113	3.594177882	6.18E-05	0.002050487
Garnl3	-0.172535298	6.449085786	6.32E-05	0.002090952
Ttc26	-0.306519871	3.1197918	6.36E-05	0.00209936
Frmd3	-0.38465072	2.197035182	6.39E-05	0.002105475
Ccdc108	-0.493589452	1.146969376	6.45E-05	0.00212063
Tenm1	-0.230853006	6.106806124	6.47E-05	0.002122001
B3gnt7	-0.6486488	0.501367518	6.49E-05	0.002123855
Gpam	-0.19059601	6.103590731	6.59E-05	0.002148896
Pcbp3	0.327680975	6.37103888	6.69E-05	0.002178475
Bcorl1	-0.199178825	5.581466336	6.86E-05	0.002226729
Wnt9a	-0.364234546	4.455823146	6.88E-05	0.002228156
Relt	0.286488623	4.463526155	6.91E-05	0.002234333
Cdh6	0.293554863	4.872429417	6.99E-05	0.002253707
Pnma2	-0.238097225	6.065872764	7.03E-05	0.002262094
Efcc1	-0.4484458	1.187411908	7.16E-05	0.002297566
Flywch1	0.212463994	8.339182683	7.20E-05	0.002301469
Cdh22	0.231391558	6.442373059	7.20E-05	0.002301469
Apod	0.286486544	6.894349572	7.28E-05	0.0023212
Mb21d2	0.17707565	6.036236657	7.32E-05	0.002326963
Nxn	0.284539585	4.180121089	7.35E-05	0.002331218
Rapgefl1	-0.168953246	7.691193946	7.37E-05	0.002331218
